UUID        = 580c007b-2513-44e2-b0e3-073272ff6917
ScanDate    = 20180913_092406
LogVersion  = EJA_1
LogDataType = ACQUISITION_INFO
NumSlices   = 64
NumVolumes  = 300
NumEchoes   = 3

VOLUME   SLICE   ACQ_START_TICS  ACQ_FINISH_TICS  ECHO
    16      10         13594965         13594973     0
    16      26         13594965         13594973     0
    16      42         13594965         13594973     0
    16      58         13594965         13594973     0
    16      10         13594974         13594982     1
    16      26         13594974         13594982     1
    16      42         13594974         13594982     1
    16      58         13594974         13594982     1
    16      10         13594983         13594991     2
    16      26         13594983         13594991     2
    16      42         13594983         13594991     2
    16      58         13594983         13594991     2
    16       1         13595001         13595009     0
    16      17         13595001         13595009     0
    16      33         13595001         13595009     0
    16      49         13595001         13595009     0
    16       1         13595010         13595018     1
    16      17         13595010         13595018     1
    16      33         13595010         13595018     1
    16      49         13595010         13595018     1
    16       1         13595019         13595027     2
    16      17         13595019         13595027     2
    16      33         13595019         13595027     2
    16      49         13595019         13595027     2
    16       8         13595037         13595046     0
    16      24         13595037         13595046     0
    16      40         13595037         13595046     0
    16      56         13595037         13595046     0
    16       8         13595046         13595054     1
    16      24         13595046         13595054     1
    16      40         13595046         13595054     1
    16      56         13595046         13595054     1
    16       8         13595055         13595063     2
    16      24         13595055         13595063     2
    16      40         13595055         13595063     2
    16      56         13595055         13595063     2
    16      15         13595073         13595082     0
    16      31         13595073         13595082     0
    16      47         13595073         13595082     0
    16      63         13595073         13595082     0
    16      15         13595082         13595090     1
    16      31         13595082         13595090     1
    16      47         13595082         13595090     1
    16      63         13595082         13595090     1
    16      15         13595091         13595099     2
    16      31         13595091         13595099     2
    16      47         13595091         13595099     2
    16      63         13595091         13595099     2
    16       6         13595109         13595118     0
    16      22         13595109         13595118     0
    16      38         13595109         13595118     0
    16      54         13595109         13595118     0
    16       6         13595118         13595126     1
    16      22         13595118         13595126     1
    16      38         13595118         13595126     1
    16      54         13595118         13595126     1
    16       6         13595127         13595135     2
    16      22         13595127         13595135     2
    16      38         13595127         13595135     2
    16      54         13595127         13595135     2
    16      13         13595146         13595154     0
    16      29         13595146         13595154     0
    16      45         13595146         13595154     0
    16      61         13595146         13595154     0
    16      13         13595154         13595163     1
    16      29         13595154         13595163     1
    16      45         13595154         13595163     1
    16      61         13595154         13595163     1
    16      13         13595163         13595171     2
    16      29         13595163         13595171     2
    16      45         13595163         13595171     2
    16      61         13595163         13595171     2
    16       4         13595182         13595190     0
    16      20         13595182         13595190     0
    16      36         13595182         13595190     0
    16      52         13595182         13595190     0
    16       4         13595190         13595199     1
    16      20         13595190         13595199     1
    16      36         13595190         13595199     1
    16      52         13595190         13595199     1
    16       4         13595199         13595207     2
    16      20         13595199         13595207     2
    16      36         13595199         13595207     2
    16      52         13595199         13595207     2
    16      11         13595218         13595226     0
    16      27         13595218         13595226     0
    16      43         13595218         13595226     0
    16      59         13595218         13595226     0
    16      11         13595226         13595235     1
    16      27         13595226         13595235     1
    16      43         13595226         13595235     1
    16      59         13595226         13595235     1
    16      11         13595235         13595243     2
    16      27         13595235         13595243     2
    16      43         13595235         13595243     2
    16      59         13595235         13595243     2
    16       2         13595254         13595262     0
    16      18         13595254         13595262     0
    16      34         13595254         13595262     0
    16      50         13595254         13595262     0
    16       2         13595263         13595271     1
    16      18         13595263         13595271     1
    16      34         13595263         13595271     1
    16      50         13595263         13595271     1
    16       2         13595271         13595280     2
    16      18         13595271         13595280     2
    16      34         13595271         13595280     2
    16      50         13595271         13595280     2
    16       9         13595290         13595298     0
    16      25         13595290         13595298     0
    16      41         13595290         13595298     0
    16      57         13595290         13595298     0
    16       9         13595299         13595307     1
    16      25         13595299         13595307     1
    16      41         13595299         13595307     1
    16      57         13595299         13595307     1
    16       9         13595307         13595316     2
    16      25         13595307         13595316     2
    16      41         13595307         13595316     2
    16      57         13595307         13595316     2
    17       0         13595334         13595342     0
    17      16         13595334         13595342     0
    17      32         13595334         13595342     0
    17      48         13595334         13595342     0
    17       0         13595343         13595351     1
    17      16         13595343         13595351     1
    17      32         13595343         13595351     1
    17      48         13595343         13595351     1
    17       0         13595352         13595360     2
    17      16         13595352         13595360     2
    17      32         13595352         13595360     2
    17      48         13595352         13595360     2
    17       7         13595370         13595378     0
    17      23         13595370         13595378     0
    17      39         13595370         13595378     0
    17      55         13595370         13595378     0
    17       7         13595379         13595387     1
    17      23         13595379         13595387     1
    17      39         13595379         13595387     1
    17      55         13595379         13595387     1
    17       7         13595388         13595396     2
    17      23         13595388         13595396     2
    17      39         13595388         13595396     2
    17      55         13595388         13595396     2
    17      14         13595406         13595414     0
    17      30         13595406         13595414     0
    17      46         13595406         13595414     0
    17      62         13595406         13595414     0
    17      14         13595415         13595423     1
    17      30         13595415         13595423     1
    17      46         13595415         13595423     1
    17      62         13595415         13595423     1
    17      14         13595424         13595432     2
    17      30         13595424         13595432     2
    17      46         13595424         13595432     2
    17      62         13595424         13595432     2
    17       5         13595442         13595450     0
    17      21         13595442         13595450     0
    17      37         13595442         13595450     0
    17      53         13595442         13595450     0
    17       5         13595451         13595459     1
    17      21         13595451         13595459     1
    17      37         13595451         13595459     1
    17      53         13595451         13595459     1
    17       5         13595460         13595468     2
    17      21         13595460         13595468     2
    17      37         13595460         13595468     2
    17      53         13595460         13595468     2
    17      12         13595478         13595486     0
    17      28         13595478         13595486     0
    17      44         13595478         13595486     0
    17      60         13595478         13595486     0
    17      12         13595487         13595495     1
    17      28         13595487         13595495     1
    17      44         13595487         13595495     1
    17      60         13595487         13595495     1
    17      12         13595496         13595504     2
    17      28         13595496         13595504     2
    17      44         13595496         13595504     2
    17      60         13595496         13595504     2
    17       3         13595514         13595522     0
    17      19         13595514         13595522     0
    17      35         13595514         13595522     0
    17      51         13595514         13595522     0
    17       3         13595523         13595531     1
    17      19         13595523         13595531     1
    17      35         13595523         13595531     1
    17      51         13595523         13595531     1
    17       3         13595532         13595540     2
    17      19         13595532         13595540     2
    17      35         13595532         13595540     2
    17      51         13595532         13595540     2
    17      10         13595550         13595558     0
    17      26         13595550         13595558     0
    17      42         13595550         13595558     0
    17      58         13595550         13595558     0
    17      10         13595559         13595567     1
    17      26         13595559         13595567     1
    17      42         13595559         13595567     1
    17      58         13595559         13595567     1
    17      10         13595568         13595576     2
    17      26         13595568         13595576     2
    17      42         13595568         13595576     2
    17      58         13595568         13595576     2
    17       1         13595586         13595594     0
    17      17         13595586         13595594     0
    17      33         13595586         13595594     0
    17      49         13595586         13595594     0
    17       1         13595595         13595603     1
    17      17         13595595         13595603     1
    17      33         13595595         13595603     1
    17      49         13595595         13595603     1
    17       1         13595604         13595612     2
    17      17         13595604         13595612     2
    17      33         13595604         13595612     2
    17      49         13595604         13595612     2
    17       8         13595622         13595630     0
    17      24         13595622         13595630     0
    17      40         13595622         13595630     0
    17      56         13595622         13595630     0
    17       8         13595631         13595639     1
    17      24         13595631         13595639     1
    17      40         13595631         13595639     1
    17      56         13595631         13595639     1
    17       8         13595640         13595648     2
    17      24         13595640         13595648     2
    17      40         13595640         13595648     2
    17      56         13595640         13595648     2
    17      15         13595658         13595666     0
    17      31         13595658         13595666     0
    17      47         13595658         13595666     0
    17      63         13595658         13595666     0
    17      15         13595667         13595675     1
    17      31         13595667         13595675     1
    17      47         13595667         13595675     1
    17      63         13595667         13595675     1
    17      15         13595676         13595684     2
    17      31         13595676         13595684     2
    17      47         13595676         13595684     2
    17      63         13595676         13595684     2
    17       6         13595694         13595702     0
    17      22         13595694         13595702     0
    17      38         13595694         13595702     0
    17      54         13595694         13595702     0
    17       6         13595703         13595711     1
    17      22         13595703         13595711     1
    17      38         13595703         13595711     1
    17      54         13595703         13595711     1
    17       6         13595712         13595720     2
    17      22         13595712         13595720     2
    17      38         13595712         13595720     2
    17      54         13595712         13595720     2
    17      13         13595730         13595738     0
    17      29         13595730         13595738     0
    17      45         13595730         13595738     0
    17      61         13595730         13595738     0
    17      13         13595739         13595747     1
    17      29         13595739         13595747     1
    17      45         13595739         13595747     1
    17      61         13595739         13595747     1
    17      13         13595748         13595756     2
    17      29         13595748         13595756     2
    17      45         13595748         13595756     2
    17      61         13595748         13595756     2
    17       4         13595766         13595774     0
    17      20         13595766         13595774     0
    17      36         13595766         13595774     0
    17      52         13595766         13595774     0
    17       4         13595775         13595783     1
    17      20         13595775         13595783     1
    17      36         13595775         13595783     1
    17      52         13595775         13595783     1
    17       4         13595784         13595792     2
    17      20         13595784         13595792     2
    17      36         13595784         13595792     2
    17      52         13595784         13595792     2
    17      11         13595802         13595811     0
    17      27         13595802         13595811     0
    17      43         13595802         13595811     0
    17      59         13595802         13595811     0
    17      11         13595811         13595819     1
    17      27         13595811         13595819     1
    17      43         13595811         13595819     1
    17      59         13595811         13595819     1
    17      11         13595820         13595828     2
    17      27         13595820         13595828     2
    17      43         13595820         13595828     2
    17      59         13595820         13595828     2
    17       2         13595838         13595847     0
    17      18         13595838         13595847     0
    17      34         13595838         13595847     0
    17      50         13595838         13595847     0
    17       2         13595847         13595855     1
    17      18         13595847         13595855     1
    17      34         13595847         13595855     1
    17      50         13595847         13595855     1
    17       2         13595856         13595864     2
    17      18         13595856         13595864     2
    17      34         13595856         13595864     2
    17      50         13595856         13595864     2
    17       9         13595875         13595883     0
    17      25         13595875         13595883     0
    17      41         13595875         13595883     0
    17      57         13595875         13595883     0
    17       9         13595883         13595891     1
    17      25         13595883         13595891     1
    17      41         13595883         13595891     1
    17      57         13595883         13595891     1
    17       9         13595892         13595900     2
    17      25         13595892         13595900     2
    17      41         13595892         13595900     2
    17      57         13595892         13595900     2
    18       0         13595919         13595927     0
    18      16         13595919         13595927     0
    18      32         13595919         13595927     0
    18      48         13595919         13595927     0
    18       0         13595927         13595936     1
    18      16         13595927         13595936     1
    18      32         13595927         13595936     1
    18      48         13595927         13595936     1
    18       0         13595936         13595944     2
    18      16         13595936         13595944     2
    18      32         13595936         13595944     2
    18      48         13595936         13595944     2
    18       7         13595955         13595963     0
    18      23         13595955         13595963     0
    18      39         13595955         13595963     0
    18      55         13595955         13595963     0
    18       7         13595964         13595972     1
    18      23         13595964         13595972     1
    18      39         13595964         13595972     1
    18      55         13595964         13595972     1
    18       7         13595972         13595980     2
    18      23         13595972         13595980     2
    18      39         13595972         13595980     2
    18      55         13595972         13595980     2
    18      14         13595991         13595999     0
    18      30         13595991         13595999     0
    18      46         13595991         13595999     0
    18      62         13595991         13595999     0
    18      14         13596000         13596008     1
    18      30         13596000         13596008     1
    18      46         13596000         13596008     1
    18      62         13596000         13596008     1
    18      14         13596008         13596017     2
    18      30         13596008         13596017     2
    18      46         13596008         13596017     2
    18      62         13596008         13596017     2
    18       5         13596027         13596035     0
    18      21         13596027         13596035     0
    18      37         13596027         13596035     0
    18      53         13596027         13596035     0
    18       5         13596036         13596044     1
    18      21         13596036         13596044     1
    18      37         13596036         13596044     1
    18      53         13596036         13596044     1
    18       5         13596044         13596053     2
    18      21         13596044         13596053     2
    18      37         13596044         13596053     2
    18      53         13596044         13596053     2
    18      12         13596063         13596071     0
    18      28         13596063         13596071     0
    18      44         13596063         13596071     0
    18      60         13596063         13596071     0
    18      12         13596072         13596080     1
    18      28         13596072         13596080     1
    18      44         13596072         13596080     1
    18      60         13596072         13596080     1
    18      12         13596081         13596089     2
    18      28         13596081         13596089     2
    18      44         13596081         13596089     2
    18      60         13596081         13596089     2
    18       3         13596099         13596107     0
    18      19         13596099         13596107     0
    18      35         13596099         13596107     0
    18      51         13596099         13596107     0
    18       3         13596108         13596116     1
    18      19         13596108         13596116     1
    18      35         13596108         13596116     1
    18      51         13596108         13596116     1
    18       3         13596117         13596125     2
    18      19         13596117         13596125     2
    18      35         13596117         13596125     2
    18      51         13596117         13596125     2
    18      10         13596135         13596143     0
    18      26         13596135         13596143     0
    18      42         13596135         13596143     0
    18      58         13596135         13596143     0
    18      10         13596144         13596152     1
    18      26         13596144         13596152     1
    18      42         13596144         13596152     1
    18      58         13596144         13596152     1
    18      10         13596153         13596161     2
    18      26         13596153         13596161     2
    18      42         13596153         13596161     2
    18      58         13596153         13596161     2
    18       1         13596171         13596179     0
    18      17         13596171         13596179     0
    18      33         13596171         13596179     0
    18      49         13596171         13596179     0
    18       1         13596180         13596188     1
    18      17         13596180         13596188     1
    18      33         13596180         13596188     1
    18      49         13596180         13596188     1
    18       1         13596189         13596197     2
    18      17         13596189         13596197     2
    18      33         13596189         13596197     2
    18      49         13596189         13596197     2
    18       8         13596207         13596215     0
    18      24         13596207         13596215     0
    18      40         13596207         13596215     0
    18      56         13596207         13596215     0
    18       8         13596216         13596224     1
    18      24         13596216         13596224     1
    18      40         13596216         13596224     1
    18      56         13596216         13596224     1
    18       8         13596225         13596233     2
    18      24         13596225         13596233     2
    18      40         13596225         13596233     2
    18      56         13596225         13596233     2
    18      15         13596243         13596251     0
    18      31         13596243         13596251     0
    18      47         13596243         13596251     0
    18      63         13596243         13596251     0
    18      15         13596252         13596260     1
    18      31         13596252         13596260     1
    18      47         13596252         13596260     1
    18      63         13596252         13596260     1
    18      15         13596261         13596269     2
    18      31         13596261         13596269     2
    18      47         13596261         13596269     2
    18      63         13596261         13596269     2
    18       6         13596279         13596287     0
    18      22         13596279         13596287     0
    18      38         13596279         13596287     0
    18      54         13596279         13596287     0
    18       6         13596288         13596296     1
    18      22         13596288         13596296     1
    18      38         13596288         13596296     1
    18      54         13596288         13596296     1
    18       6         13596297         13596305     2
    18      22         13596297         13596305     2
    18      38         13596297         13596305     2
    18      54         13596297         13596305     2
    18      13         13596315         13596323     0
    18      29         13596315         13596323     0
    18      45         13596315         13596323     0
    18      61         13596315         13596323     0
    18      13         13596324         13596332     1
    18      29         13596324         13596332     1
    18      45         13596324         13596332     1
    18      61         13596324         13596332     1
    18      13         13596333         13596341     2
    18      29         13596333         13596341     2
    18      45         13596333         13596341     2
    18      61         13596333         13596341     2
    18       4         13596351         13596359     0
    18      20         13596351         13596359     0
    18      36         13596351         13596359     0
    18      52         13596351         13596359     0
    18       4         13596360         13596368     1
    18      20         13596360         13596368     1
    18      36         13596360         13596368     1
    18      52         13596360         13596368     1
    18       4         13596369         13596377     2
    18      20         13596369         13596377     2
    18      36         13596369         13596377     2
    18      52         13596369         13596377     2
    18      11         13596387         13596395     0
    18      27         13596387         13596395     0
    18      43         13596387         13596395     0
    18      59         13596387         13596395     0
    18      11         13596396         13596404     1
    18      27         13596396         13596404     1
    18      43         13596396         13596404     1
    18      59         13596396         13596404     1
    18      11         13596405         13596413     2
    18      27         13596405         13596413     2
    18      43         13596405         13596413     2
    18      59         13596405         13596413     2
    18       2         13596423         13596431     0
    18      18         13596423         13596431     0
    18      34         13596423         13596431     0
    18      50         13596423         13596431     0
    18       2         13596432         13596440     1
    18      18         13596432         13596440     1
    18      34         13596432         13596440     1
    18      50         13596432         13596440     1
    18       2         13596441         13596449     2
    18      18         13596441         13596449     2
    18      34         13596441         13596449     2
    18      50         13596441         13596449     2
    18       9         13596459         13596467     0
    18      25         13596459         13596467     0
    18      41         13596459         13596467     0
    18      57         13596459         13596467     0
    18       9         13596468         13596476     1
    18      25         13596468         13596476     1
    18      41         13596468         13596476     1
    18      57         13596468         13596476     1
    18       9         13596477         13596485     2
    18      25         13596477         13596485     2
    18      41         13596477         13596485     2
    18      57         13596477         13596485     2
    19       0         13596503         13596512     0
    19      16         13596503         13596512     0
    19      32         13596503         13596512     0
    19      48         13596503         13596512     0
    19       0         13596512         13596520     1
    19      16         13596512         13596520     1
    19      32         13596512         13596520     1
    19      48         13596512         13596520     1
    19       0         13596521         13596529     2
    19      16         13596521         13596529     2
    19      32         13596521         13596529     2
    19      48         13596521         13596529     2
    19       7         13596539         13596548     0
    19      23         13596539         13596548     0
    19      39         13596539         13596548     0
    19      55         13596539         13596548     0
    19       7         13596548         13596556     1
    19      23         13596548         13596556     1
    19      39         13596548         13596556     1
    19      55         13596548         13596556     1
    19       7         13596557         13596565     2
    19      23         13596557         13596565     2
    19      39         13596557         13596565     2
    19      55         13596557         13596565     2
    19      14         13596575         13596584     0
    19      30         13596575         13596584     0
    19      46         13596575         13596584     0
    19      62         13596575         13596584     0
    19      14         13596584         13596592     1
    19      30         13596584         13596592     1
    19      46         13596584         13596592     1
    19      62         13596584         13596592     1
    19      14         13596593         13596601     2
    19      30         13596593         13596601     2
    19      46         13596593         13596601     2
    19      62         13596593         13596601     2
    19       5         13596612         13596620     0
    19      21         13596612         13596620     0
    19      37         13596612         13596620     0
    19      53         13596612         13596620     0
    19       5         13596620         13596629     1
    19      21         13596620         13596629     1
    19      37         13596620         13596629     1
    19      53         13596620         13596629     1
    19       5         13596629         13596637     2
    19      21         13596629         13596637     2
    19      37         13596629         13596637     2
    19      53         13596629         13596637     2
    19      12         13596648         13596656     0
    19      28         13596648         13596656     0
    19      44         13596648         13596656     0
    19      60         13596648         13596656     0
    19      12         13596656         13596665     1
    19      28         13596656         13596665     1
    19      44         13596656         13596665     1
    19      60         13596656         13596665     1
    19      12         13596665         13596673     2
    19      28         13596665         13596673     2
    19      44         13596665         13596673     2
    19      60         13596665         13596673     2
    19       3         13596684         13596692     0
    19      19         13596684         13596692     0
    19      35         13596684         13596692     0
    19      51         13596684         13596692     0
    19       3         13596692         13596701     1
    19      19         13596692         13596701     1
    19      35         13596692         13596701     1
    19      51         13596692         13596701     1
    19       3         13596701         13596709     2
    19      19         13596701         13596709     2
    19      35         13596701         13596709     2
    19      51         13596701         13596709     2
    19      10         13596720         13596728     0
    19      26         13596720         13596728     0
    19      42         13596720         13596728     0
    19      58         13596720         13596728     0
    19      10         13596729         13596737     1
    19      26         13596729         13596737     1
    19      42         13596729         13596737     1
    19      58         13596729         13596737     1
    19      10         13596737         13596746     2
    19      26         13596737         13596746     2
    19      42         13596737         13596746     2
    19      58         13596737         13596746     2
    19       1         13596756         13596764     0
    19      17         13596756         13596764     0
    19      33         13596756         13596764     0
    19      49         13596756         13596764     0
    19       1         13596765         13596773     1
    19      17         13596765         13596773     1
    19      33         13596765         13596773     1
    19      49         13596765         13596773     1
    19       1         13596773         13596782     2
    19      17         13596773         13596782     2
    19      33         13596773         13596782     2
    19      49         13596773         13596782     2
    19       8         13596792         13596800     0
    19      24         13596792         13596800     0
    19      40         13596792         13596800     0
    19      56         13596792         13596800     0
    19       8         13596801         13596809     1
    19      24         13596801         13596809     1
    19      40         13596801         13596809     1
    19      56         13596801         13596809     1
    19       8         13596809         13596818     2
    19      24         13596809         13596818     2
    19      40         13596809         13596818     2
    19      56         13596809         13596818     2
    19      15         13596828         13596836     0
    19      31         13596828         13596836     0
    19      47         13596828         13596836     0
    19      63         13596828         13596836     0
    19      15         13596837         13596845     1
    19      31         13596837         13596845     1
    19      47         13596837         13596845     1
    19      63         13596837         13596845     1
    19      15         13596846         13596854     2
    19      31         13596846         13596854     2
    19      47         13596846         13596854     2
    19      63         13596846         13596854     2
    19       6         13596864         13596872     0
    19      22         13596864         13596872     0
    19      38         13596864         13596872     0
    19      54         13596864         13596872     0
    19       6         13596873         13596881     1
    19      22         13596873         13596881     1
    19      38         13596873         13596881     1
    19      54         13596873         13596881     1
    19       6         13596882         13596890     2
    19      22         13596882         13596890     2
    19      38         13596882         13596890     2
    19      54         13596882         13596890     2
    19      13         13596900         13596908     0
    19      29         13596900         13596908     0
    19      45         13596900         13596908     0
    19      61         13596900         13596908     0
    19      13         13596909         13596917     1
    19      29         13596909         13596917     1
    19      45         13596909         13596917     1
    19      61         13596909         13596917     1
    19      13         13596918         13596926     2
    19      29         13596918         13596926     2
    19      45         13596918         13596926     2
    19      61         13596918         13596926     2
    19       4         13596936         13596944     0
    19      20         13596936         13596944     0
    19      36         13596936         13596944     0
    19      52         13596936         13596944     0
    19       4         13596945         13596953     1
    19      20         13596945         13596953     1
    19      36         13596945         13596953     1
    19      52         13596945         13596953     1
    19       4         13596954         13596962     2
    19      20         13596954         13596962     2
    19      36         13596954         13596962     2
    19      52         13596954         13596962     2
    19      11         13596972         13596980     0
    19      27         13596972         13596980     0
    19      43         13596972         13596980     0
    19      59         13596972         13596980     0
    19      11         13596981         13596989     1
    19      27         13596981         13596989     1
    19      43         13596981         13596989     1
    19      59         13596981         13596989     1
    19      11         13596990         13596998     2
    19      27         13596990         13596998     2
    19      43         13596990         13596998     2
    19      59         13596990         13596998     2
    19       2         13597008         13597016     0
    19      18         13597008         13597016     0
    19      34         13597008         13597016     0
    19      50         13597008         13597016     0
    19       2         13597017         13597025     1
    19      18         13597017         13597025     1
    19      34         13597017         13597025     1
    19      50         13597017         13597025     1
    19       2         13597026         13597034     2
    19      18         13597026         13597034     2
    19      34         13597026         13597034     2
    19      50         13597026         13597034     2
    19       9         13597044         13597052     0
    19      25         13597044         13597052     0
    19      41         13597044         13597052     0
    19      57         13597044         13597052     0
    19       9         13597053         13597061     1
    19      25         13597053         13597061     1
    19      41         13597053         13597061     1
    19      57         13597053         13597061     1
    19       9         13597062         13597070     2
    19      25         13597062         13597070     2
    19      41         13597062         13597070     2
    19      57         13597062         13597070     2
    20       0         13597088         13597096     0
    20      16         13597088         13597096     0
    20      32         13597088         13597096     0
    20      48         13597088         13597096     0
    20       0         13597097         13597105     1
    20      16         13597097         13597105     1
    20      32         13597097         13597105     1
    20      48         13597097         13597105     1
    20       0         13597106         13597114     2
    20      16         13597106         13597114     2
    20      32         13597106         13597114     2
    20      48         13597106         13597114     2
    20       7         13597124         13597132     0
    20      23         13597124         13597132     0
    20      39         13597124         13597132     0
    20      55         13597124         13597132     0
    20       7         13597133         13597141     1
    20      23         13597133         13597141     1
    20      39         13597133         13597141     1
    20      55         13597133         13597141     1
    20       7         13597142         13597150     2
    20      23         13597142         13597150     2
    20      39         13597142         13597150     2
    20      55         13597142         13597150     2
    20      14         13597160         13597168     0
    20      30         13597160         13597168     0
    20      46         13597160         13597168     0
    20      62         13597160         13597168     0
    20      14         13597169         13597177     1
    20      30         13597169         13597177     1
    20      46         13597169         13597177     1
    20      62         13597169         13597177     1
    20      14         13597178         13597186     2
    20      30         13597178         13597186     2
    20      46         13597178         13597186     2
    20      62         13597178         13597186     2
    20       5         13597196         13597204     0
    20      21         13597196         13597204     0
    20      37         13597196         13597204     0
    20      53         13597196         13597204     0
    20       5         13597205         13597213     1
    20      21         13597205         13597213     1
    20      37         13597205         13597213     1
    20      53         13597205         13597213     1
    20       5         13597214         13597222     2
    20      21         13597214         13597222     2
    20      37         13597214         13597222     2
    20      53         13597214         13597222     2
    20      12         13597232         13597241     0
    20      28         13597232         13597241     0
    20      44         13597232         13597241     0
    20      60         13597232         13597241     0
    20      12         13597241         13597249     1
    20      28         13597241         13597249     1
    20      44         13597241         13597249     1
    20      60         13597241         13597249     1
    20      12         13597250         13597258     2
    20      28         13597250         13597258     2
    20      44         13597250         13597258     2
    20      60         13597250         13597258     2
    20       3         13597268         13597277     0
    20      19         13597268         13597277     0
    20      35         13597268         13597277     0
    20      51         13597268         13597277     0
    20       3         13597277         13597285     1
    20      19         13597277         13597285     1
    20      35         13597277         13597285     1
    20      51         13597277         13597285     1
    20       3         13597286         13597294     2
    20      19         13597286         13597294     2
    20      35         13597286         13597294     2
    20      51         13597286         13597294     2
    20      10         13597304         13597313     0
    20      26         13597304         13597313     0
    20      42         13597304         13597313     0
    20      58         13597304         13597313     0
    20      10         13597313         13597321     1
    20      26         13597313         13597321     1
    20      42         13597313         13597321     1
    20      58         13597313         13597321     1
    20      10         13597322         13597330     2
    20      26         13597322         13597330     2
    20      42         13597322         13597330     2
    20      58         13597322         13597330     2
    20       1         13597341         13597349     0
    20      17         13597341         13597349     0
    20      33         13597341         13597349     0
    20      49         13597341         13597349     0
    20       1         13597349         13597358     1
    20      17         13597349         13597358     1
    20      33         13597349         13597358     1
    20      49         13597349         13597358     1
    20       1         13597358         13597366     2
    20      17         13597358         13597366     2
    20      33         13597358         13597366     2
    20      49         13597358         13597366     2
    20       8         13597377         13597385     0
    20      24         13597377         13597385     0
    20      40         13597377         13597385     0
    20      56         13597377         13597385     0
    20       8         13597385         13597394     1
    20      24         13597385         13597394     1
    20      40         13597385         13597394     1
    20      56         13597385         13597394     1
    20       8         13597394         13597402     2
    20      24         13597394         13597402     2
    20      40         13597394         13597402     2
    20      56         13597394         13597402     2
    20      15         13597413         13597421     0
    20      31         13597413         13597421     0
    20      47         13597413         13597421     0
    20      63         13597413         13597421     0
    20      15         13597421         13597430     1
    20      31         13597421         13597430     1
    20      47         13597421         13597430     1
    20      63         13597421         13597430     1
    20      15         13597430         13597438     2
    20      31         13597430         13597438     2
    20      47         13597430         13597438     2
    20      63         13597430         13597438     2
    20       6         13597449         13597457     0
    20      22         13597449         13597457     0
    20      38         13597449         13597457     0
